Date,Voucher Type,Amount
12-Jun-21,Journal,"17,656"
17-Nov-21,Receipt,"24,020"
21-Dec-21,Sales,"56,865"
03-Dec-21,Payment,"78,709"
07-Apr-21,Sales,"14,780"
08-Aug-21,Purchase,"12,666"
19-Jan-22,Payment,"28,874"
05-Apr-21,Sales,"60,573"
01-Sep-21,Receipt,"37,769"
28-Nov-21,Purchase,"19,768"
08-Nov-21,Payment,"12,831"
19-Nov-21,Journal,"39,248"
21-Sep-21,Receipt,"71,013"
18-Apr-21,Payment,"95,344"
13-Jan-22,Payment,"77,154"
04-Aug-21,Sales,"89,398"
22-Oct-21,Sales,"52,848"
11-Mar-22,Payment,"60,580"
07-Aug-21,Payment,"22,236"
15-Sep-21,Payment,"50,932"
21-Jul-21,Sales,"46,014"
24-Dec-21,Journal,"27,764"
30-Jan-22,Purchase,"76,273"
26-Nov-21,Payment,"22,258"
05-Apr-21,Sales,"30,632"
17-Apr-21,Sales,"36,005"
23-Nov-21,Receipt,"44,989"
10-Feb-22,Purchase,"38,352"
06-Aug-21,Journal,"84,991"
05-Jun-21,Receipt,"41,941"
28-Jun-21,Receipt,"61,098"
27-Mar-22,Receipt,"64,694"
18-Jan-22,Journal,"41,747"
13-Dec-21,Receipt,"93,977"
10-Sep-21,Journal,"78,872"
19-Mar-22,Payment,"32,792"
14-Dec-21,Payment,"62,019"
11-May-21,Purchase,"77,425"
22-Jan-22,Sales,"99,379"
10-Aug-21,Sales,"3,503"
28-May-21,Receipt,"24,052"
09-Jun-21,Journal,"33,232"
24-Nov-21,Payment,"84,792"
23-Apr-21,Sales,"50,407"
17-Oct-21,Journal,"35,394"
03-Nov-21,Receipt,"21,170"
08-Oct-21,Journal,"5,971"
10-Dec-21,Journal,"68,786"
26-Aug-21,Receipt,"50,849"
26-Feb-22,Sales,"20,811"
05-Dec-21,Receipt,"20,355"
24-Feb-22,Receipt,"30,699"
30-Apr-21,Payment,"96,535"
13-Sep-21,Payment,"23,130"
23-Nov-21,Purchase,"68,425"
23-Nov-21,Journal,"1,469"
10-Jun-21,Journal,"2,846"
11-Mar-22,Receipt,"89,555"
18-Jul-21,Receipt,"56,449"
14-Jun-21,Purchase,"86,073"
08-Jul-21,Purchase,"35,270"
27-Jun-21,Purchase,"10,216"
06-Dec-21,Payment,"91,429"
06-Aug-21,Sales,"24,927"
01-Mar-22,Payment,"27,954"
01-Apr-21,Receipt,"73,695"
27-Dec-21,Purchase,"2,922"
18-Apr-21,Purchase,"73,207"
23-Mar-22,Purchase,"44,396"
14-Sep-21,Purchase,"96,498"
15-Nov-21,Sales,"86,287"
07-Sep-21,Journal,"68,440"
01-Oct-21,Sales,"39,558"
12-May-21,Payment,"4,555"
20-Jan-22,Payment,"88,686"
11-Jan-22,Purchase,"46,473"
01-Mar-22,Journal,"14,881"
10-Feb-22,Receipt,"13,294"
10-Feb-22,Sales,"71,240"
29-Apr-21,Receipt,"28,911"
16-Oct-21,Payment,"2,924"
15-Jan-22,Payment,"42,079"
19-Jul-21,Payment,"86,718"
10-Dec-21,Payment,"98,744"
08-Oct-21,Receipt,"53,143"
30-May-21,Receipt,"96,807"
23-Jan-22,Journal,"87,669"
02-Apr-21,Payment,"46,814"
08-Feb-22,Journal,"85,402"
18-Dec-21,Sales,"80,448"
29-Jul-21,Payment,"84,240"
18-Jan-22,Receipt,"84,940"
04-Mar-22,Payment,"49,906"
18-Jun-21,Purchase,"7,240"
14-Dec-21,Journal,"97,893"
15-Jul-21,Receipt,"7,583"
06-Jun-21,Receipt,"81,839"
01-Jan-22,Sales,"29,672"
11-Nov-21,Journal,"65,750"
29-Aug-21,Payment,"71,151"
26-Apr-21,Journal,"93,021"
09-Jun-21,Payment,"22,777"
18-Oct-21,Receipt,"92,225"
24-Aug-21,Journal,"88,132"
26-May-21,Journal,"45,772"
30-Apr-21,Payment,"5,346"
13-Jul-21,Payment,"88,425"
05-Feb-22,Payment,"97,827"
07-Jun-21,Payment,"16,750"
10-Jul-21,Purchase,"65,517"
10-Aug-21,Journal,"7,988"
17-Mar-22,Payment,"61,129"
26-Feb-22,Journal,"34,351"
22-Mar-22,Purchase,"4,935"
22-Jan-22,Payment,"94,134"
02-Mar-22,Sales,"58,433"
12-Jan-22,Purchase,"50,630"
21-Apr-21,Purchase,"55,355"
29-Jan-22,Purchase,"49,896"
20-Jul-21,Receipt,"15,450"
11-May-21,Journal,"95,712"
18-May-21,Journal,"33,862"
17-Aug-21,Receipt,"35,210"
29-Jun-21,Purchase,"92,911"
10-Apr-21,Purchase,"87,959"
24-Jun-21,Payment,"12,063"
13-Dec-21,Journal,"45,671"
03-Apr-21,Receipt,"27,703"
07-Jun-21,Journal,"31,428"
27-Jun-21,Journal,"77,705"
18-Aug-21,Payment,"84,894"
21-Nov-21,Payment,"17,558"
22-Sep-21,Journal,"86,915"
08-Jul-21,Purchase,"55,139"
30-Oct-21,Sales,"23,199"
02-Jul-21,Receipt,"59,777"
25-Feb-22,Sales,"14,502"
17-Apr-21,Sales,"36,762"
05-May-21,Sales,"9,713"
08-Mar-22,Payment,"62,962"
25-Aug-21,Receipt,"90,797"
02-Dec-21,Purchase,"23,409"
25-Oct-21,Sales,"80,015"
12-Jun-21,Journal,"5,481"
14-Jan-22,Journal,"58,948"
26-Mar-22,Payment,"54,430"
05-Sep-21,Purchase,"93,753"
26-Jul-21,Journal,"14,447"
15-Mar-22,Receipt,"98,802"
09-Feb-22,Purchase,"33,789"
30-Aug-21,Payment,"93,648"
17-Jun-21,Journal,"7,220"
15-Dec-21,Payment,"52,484"
03-Jul-21,Purchase,"50,964"
31-Jul-21,Purchase,"73,505"
05-Jun-21,Payment,"92,048"
27-Oct-21,Purchase,"8,083"
19-Jul-21,Purchase,"21,917"
24-Mar-22,Purchase,"69,144"
05-Jul-21,Purchase,"72,096"
25-Aug-21,Purchase,"88,967"
06-Mar-22,Purchase,"48,583"
04-Dec-21,Payment,"31,058"
22-Feb-22,Sales,"87,043"
20-Jan-22,Purchase,"49,960"
26-May-21,Journal,"83,356"
21-Jul-21,Receipt,"11,377"
30-Mar-22,Purchase,"16,404"
29-Jul-21,Sales,"82,490"
14-Oct-21,Purchase,"98,042"
11-Jun-21,Payment,"98,576"
30-Jul-21,Sales,"16,391"
17-Aug-21,Journal,"37,243"
02-Apr-21,Journal,"41,537"
15-Jun-21,Journal,"79,569"
28-Nov-21,Journal,"55,931"
27-Apr-21,Journal,"9,200"
21-Oct-21,Journal,"20,617"
12-Jan-22,Sales,"60,121"
23-Feb-22,Purchase,"21,096"
12-Dec-21,Sales,"92,054"
12-Oct-21,Sales,"10,187"
04-Jul-21,Payment,"71,220"
08-Dec-21,Sales,"77,818"
17-Apr-21,Receipt,"95,399"
15-Feb-22,Journal,"64,988"
27-Oct-21,Sales,"26,403"
03-Nov-21,Journal,"30,035"
08-Jun-21,Journal,"44,206"
02-Apr-21,Purchase,"4,509"
04-Nov-21,Journal,"30,511"
03-Apr-21,Sales,"7,774"
23-Sep-21,Payment,"69,280"
01-May-21,Sales,"35,947"
19-Aug-21,Payment,"72,098"
02-Sep-21,Receipt,"60,200"
13-Feb-22,Journal,"49,422"
27-Mar-22,Purchase,"41,689"
28-May-21,Receipt,"84,814"
19-Sep-21,Sales,"60,157"
11-Apr-21,Journal,"3,267"
15-Apr-21,Purchase,"16,826"
07-Aug-21,Sales,"4,147"
27-Aug-21,Purchase,"25,794"
11-Dec-21,Receipt,"7,215"
24-Jan-22,Purchase,"13,747"
12-Apr-21,Sales,"40,810"
19-Sep-21,Sales,"38,631"
18-Feb-22,Journal,"97,186"
20-Dec-21,Purchase,"99,915"
11-Jan-22,Purchase,"60,357"
09-Mar-22,Purchase,"88,748"
03-Feb-22,Purchase,"98,894"
30-Mar-22,Sales,"8,381"
07-Jun-21,Purchase,"59,374"
13-Jun-21,Sales,"27,470"
17-May-21,Sales,"73,785"
27-Jul-21,Receipt,"33,556"
30-Nov-21,Receipt,"19,268"
17-Jul-21,Journal,"65,511"
20-Jun-21,Journal,"43,427"
27-May-21,Sales,"31,401"
04-Dec-21,Receipt,"70,387"
25-Nov-21,Journal,"58,750"
16-Sep-21,Payment,"65,922"
21-Nov-21,Payment,"47,516"
13-Aug-21,Sales,"86,406"
30-Dec-21,Receipt,"61,230"
09-Sep-21,Journal,"81,204"
02-May-21,Purchase,"11,570"
13-May-21,Sales,"72,297"
24-Sep-21,Sales,"15,068"
31-Oct-21,Receipt,"32,741"
29-Aug-21,Payment,"87,601"
21-Apr-21,Journal,"77,412"
14-Sep-21,Receipt,"66,121"
28-Dec-21,Payment,"24,321"
24-Apr-21,Purchase,"13,355"
25-Jul-21,Purchase,"68,514"
20-Jun-21,Purchase,"1,643"
10-Nov-21,Receipt,"86,534"
13-Oct-21,Purchase,"77,882"
08-Dec-21,Payment,"56,753"
15-Nov-21,Sales,"6,121"
04-Oct-21,Journal,"36,723"
10-Mar-22,Sales,"54,995"
31-Aug-21,Receipt,"81,047"
07-Jul-21,Receipt,"35,138"
26-Oct-21,Receipt,"76,133"
14-Dec-21,Purchase,"77,567"
23-Jun-21,Journal,"17,160"
05-Jun-21,Payment,"89,186"
16-Jan-22,Journal,"30,205"
14-Feb-22,Purchase,"96,326"
09-Mar-22,Journal,"18,123"
01-Nov-21,Journal,"19,840"
27-Sep-21,Journal,"62,615"
31-Aug-21,Sales,"74,424"
20-Nov-21,Sales,"6,268"
16-Nov-21,Payment,"92,574"
09-Aug-21,Receipt,"1,481"
06-May-21,Purchase,"52,693"
08-Apr-21,Receipt,"55,253"
29-Nov-21,Sales,"66,882"
14-Jun-21,Journal,"13,629"
09-Feb-22,Sales,"72,449"
22-Jul-21,Receipt,"36,266"
29-Aug-21,Receipt,"31,005"
08-May-21,Purchase,"97,332"
11-Jul-21,Receipt,"43,167"
15-Jan-22,Journal,"56,283"
06-Dec-21,Sales,"17,228"
18-May-21,Receipt,"21,399"
28-May-21,Purchase,"8,595"
31-Jul-21,Payment,"73,477"
07-Aug-21,Purchase,"45,973"
04-Mar-22,Payment,"90,089"
18-Jul-21,Payment,"24,945"
11-Feb-22,Journal,"70,927"
16-Jan-22,Purchase,"14,789"
25-Dec-21,Sales,"49,748"
07-Oct-21,Receipt,"3,048"
13-May-21,Purchase,"93,092"
15-Jun-21,Payment,"94,949"
01-Dec-21,Purchase,"77,733"
12-Jul-21,Payment,"38,298"
07-Jun-21,Receipt,"24,055"
15-Nov-21,Purchase,"33,035"
30-Jun-21,Receipt,"3,505"
17-Jun-21,Receipt,"77,469"
14-Oct-21,Purchase,"31,615"
24-Aug-21,Sales,"37,685"
01-Dec-21,Purchase,"16,914"
27-Sep-21,Journal,"23,241"
30-Mar-22,Receipt,"63,801"
21-Jun-21,Purchase,"74,411"
20-Apr-21,Journal,"25,373"
25-Aug-21,Purchase,"96,389"
19-Jul-21,Receipt,"94,649"
01-Sep-21,Purchase,"4,381"
28-Jun-21,Payment,"1,902"
04-Jul-21,Receipt,"59,560"
07-Nov-21,Purchase,"34,610"
15-Feb-22,Receipt,"22,590"
28-Mar-22,Receipt,"7,845"
15-Jan-22,Payment,"95,278"
03-May-21,Sales,"13,262"
06-Aug-21,Purchase,"3,504"
25-Jun-21,Journal,"65,879"
23-Dec-21,Receipt,"42,498"
26-Mar-22,Purchase,"68,635"
04-Aug-21,Sales,"4,024"
03-Jan-22,Payment,"88,955"
11-Apr-21,Sales,"85,065"
03-Jan-22,Journal,"72,501"
18-Sep-21,Purchase,"34,193"
31-Dec-21,Sales,"68,677"
08-Oct-21,Sales,"56,765"
30-Sep-21,Payment,"42,644"
02-Dec-21,Purchase,"24,418"
02-Jan-22,Purchase,"37,031"
06-Dec-21,Receipt,"39,522"
14-Mar-22,Purchase,"20,746"
01-May-21,Sales,"4,224"
30-Jan-22,Payment,"43,192"
10-Jul-21,Sales,"4,624"
10-Mar-22,Payment,"10,383"
17-Apr-21,Receipt,"65,440"
27-May-21,Receipt,"30,955"
18-Jul-21,Purchase,"91,044"
06-Jan-22,Purchase,"5,992"
05-Oct-21,Journal,"70,925"
21-Dec-21,Receipt,"88,311"
20-Dec-21,Receipt,"58,041"
02-Sep-21,Purchase,"47,199"
18-Aug-21,Sales,"35,729"
30-Jan-22,Receipt,"82,894"
04-Jan-22,Payment,"60,837"
13-Feb-22,Journal,"22,421"
29-Mar-22,Sales,"13,143"
24-Jul-21,Payment,"78,037"
24-Jan-22,Sales,"78,111"
29-Jan-22,Sales,"16,700"
23-Apr-21,Purchase,"51,068"
27-Jan-22,Journal,"51,254"
19-May-21,Purchase,"29,400"
03-Nov-21,Purchase,"10,555"
21-Nov-21,Payment,"26,809"
06-Jan-22,Receipt,"57,217"
14-Sep-21,Purchase,"11,804"
29-Dec-21,Receipt,"96,309"
17-May-21,Sales,"68,344"
03-Mar-22,Purchase,"70,818"
13-Nov-21,Purchase,"23,981"
13-Nov-21,Receipt,"38,535"
27-Sep-21,Purchase,"67,907"
13-Nov-21,Journal,"55,836"
27-Jan-22,Journal,"15,945"
30-Jun-21,Journal,"15,746"
05-Apr-21,Payment,"68,681"
17-Dec-21,Receipt,"34,970"
21-Dec-21,Payment,"88,890"
14-Jun-21,Payment,"85,456"
01-Jan-22,Sales,"58,545"
23-Oct-21,Journal,"98,480"
28-Jun-21,Purchase,"83,905"
21-Feb-22,Journal,"55,957"
17-Mar-22,Payment,"29,582"
11-Nov-21,Sales,"8,443"
12-Jan-22,Journal,"50,904"
02-Jul-21,Payment,"28,139"
21-Jan-22,Journal,"23,630"
02-Nov-21,Journal,"8,118"
02-Feb-22,Payment,"21,601"
02-Oct-21,Payment,"57,454"
07-May-21,Purchase,"63,811"
14-Mar-22,Purchase,"63,658"
05-Apr-21,Receipt,"61,780"
13-Nov-21,Receipt,"92,767"
13-Jul-21,Purchase,"43,081"
15-Apr-21,Sales,"70,509"
22-May-21,Journal,"29,815"
03-Jun-21,Purchase,"11,040"
06-May-21,Journal,"80,819"
05-May-21,Sales,"73,383"
03-Nov-21,Purchase,"87,890"
11-Jun-21,Purchase,"22,515"
21-Apr-21,Sales,"15,002"
07-Oct-21,Payment,"15,135"
06-Mar-22,Receipt,"54,201"
28-Nov-21,Journal,"12,283"
09-Nov-21,Receipt,"91,722"
11-Jan-22,Payment,"35,834"
11-Jun-21,Journal,"24,754"
09-Mar-22,Journal,"48,184"
16-Jul-21,Receipt,"14,001"
27-Nov-21,Sales,"2,456"
17-Feb-22,Sales,"51,926"
03-Aug-21,Sales,"96,623"
09-Jun-21,Journal,"66,209"
29-Aug-21,Receipt,"36,637"
20-Aug-21,Sales,"17,699"
14-Mar-22,Payment,"3,628"
23-Oct-21,Sales,"63,869"
28-Jun-21,Sales,"18,289"
14-May-21,Sales,"51,082"
21-Dec-21,Sales,"2,074"
21-May-21,Payment,"52,391"
22-Jul-21,Purchase,"26,907"
21-Oct-21,Receipt,"60,551"
14-May-21,Journal,"18,610"
07-Oct-21,Sales,"41,177"
12-Dec-21,Payment,"31,612"
01-Dec-21,Sales,"77,843"
08-Nov-21,Sales,"74,408"
20-Apr-21,Purchase,"96,683"
05-Dec-21,Sales,"4,795"
24-Jun-21,Purchase,"74,461"
04-Dec-21,Receipt,"2,458"
18-Nov-21,Sales,"19,079"
16-Oct-21,Payment,"43,214"
06-Aug-21,Payment,"69,450"
15-Apr-21,Purchase,"20,713"
25-Jun-21,Purchase,"84,984"
22-May-21,Payment,"84,993"
21-Oct-21,Payment,"40,691"
13-Jan-22,Purchase,"75,531"
12-Feb-22,Journal,"48,756"
18-Apr-21,Journal,"14,989"
27-Oct-21,Payment,"82,404"
28-Nov-21,Purchase,"11,198"
04-Dec-21,Purchase,"44,607"
03-Jan-22,Receipt,"56,195"
08-Sep-21,Sales,"45,875"
16-Jun-21,Journal,"38,956"
08-Dec-21,Sales,"63,842"
02-Feb-22,Receipt,"89,726"
10-Nov-21,Journal,"16,899"
08-Apr-21,Journal,"58,536"
09-Feb-22,Sales,"60,928"
29-Aug-21,Receipt,"55,648"
14-Jun-21,Journal,"2,748"
09-May-21,Purchase,"79,175"
15-Jul-21,Sales,"49,593"
16-Dec-21,Receipt,"93,308"
18-Jan-22,Sales,"7,249"
29-Oct-21,Sales,"47,912"
13-Jan-22,Sales,"71,289"
21-Mar-22,Receipt,"59,763"
24-Jan-22,Purchase,"1,892"
24-Jan-22,Journal,"53,957"
08-Nov-21,Sales,"89,105"
22-Oct-21,Receipt,"26,689"
17-Sep-21,Purchase,"99,722"
14-May-21,Journal,"15,797"
21-Jun-21,Journal,"24,857"
22-Jan-22,Receipt,"1,663"
03-Aug-21,Sales,"2,304"
08-Jul-21,Purchase,"1,668"
28-Jan-22,Journal,"21,727"
28-Jul-21,Purchase,"77,548"
17-Aug-21,Receipt,"4,194"
27-Oct-21,Sales,"81,710"
06-Aug-21,Receipt,"86,352"
07-Dec-21,Purchase,"96,757"
03-Oct-21,Purchase,"15,892"
20-Feb-22,Purchase,"72,296"
10-Aug-21,Receipt,"71,668"
24-Oct-21,Receipt,"86,090"
09-Dec-21,Receipt,"26,163"
29-Aug-21,Payment,"98,423"
12-Apr-21,Payment,"28,946"
10-Nov-21,Purchase,"29,855"
23-Apr-21,Sales,"89,544"
15-Jan-22,Receipt,"28,287"
07-Mar-22,Sales,"56,578"
17-May-21,Sales,"95,824"
18-Apr-21,Sales,"94,164"
02-Mar-22,Purchase,"19,404"
11-Apr-21,Purchase,"17,490"
06-May-21,Journal,"82,202"
27-May-21,Payment,"88,534"
27-Jan-22,Journal,"90,395"
26-Aug-21,Sales,"17,207"
13-Mar-22,Journal,"40,430"
27-Sep-21,Receipt,"74,440"
30-Sep-21,Journal,"1,090"
15-Feb-22,Journal,"42,510"
16-Mar-22,Payment,"71,237"
19-Feb-22,Purchase,"30,457"
01-Oct-21,Purchase,"4,580"
07-Apr-21,Receipt,"68,523"
22-Jun-21,Purchase,"26,161"
28-Jan-22,Sales,"70,469"
23-May-21,Receipt,"39,505"
19-Feb-22,Sales,"1,603"
26-Jul-21,Sales,"69,871"
25-Apr-21,Journal,"87,990"
05-Sep-21,Receipt,"52,597"
31-May-21,Payment,"94,557"
07-Jul-21,Sales,"36,250"
15-Jan-22,Receipt,"62,776"
04-Mar-22,Receipt,"10,995"
25-Jan-22,Journal,"83,125"
05-Oct-21,Sales,"20,618"
07-May-21,Sales,"5,698"
28-Nov-21,Sales,"21,983"
07-Nov-21,Journal,"1,411"
12-Jul-21,Payment,"34,461"
13-Jan-22,Payment,"20,647"
16-Jun-21,Sales,"53,638"
03-Apr-21,Sales,"30,243"
24-May-21,Sales,"38,327"
13-Aug-21,Receipt,"80,399"
26-May-21,Payment,"67,398"
24-Nov-21,Journal,"28,872"
20-Sep-21,Purchase,"99,158"
11-Sep-21,Sales,"98,928"
23-Nov-21,Sales,"4,834"
01-Oct-21,Payment,"46,103"
09-Feb-22,Sales,"34,512"
12-Jan-22,Purchase,"9,519"
29-Mar-22,Receipt,"11,371"
04-Sep-21,Payment,"75,530"
15-Nov-21,Purchase,"96,087"
29-Jan-22,Journal,"80,782"
11-Nov-21,Purchase,"91,175"
24-Apr-21,Sales,"6,582"
06-Feb-22,Receipt,"82,997"
06-Dec-21,Sales,"61,226"
18-Oct-21,Journal,"47,166"
03-May-21,Sales,"63,154"
10-May-21,Purchase,"7,647"
28-Feb-22,Sales,"30,241"
08-Feb-22,Purchase,"91,600"
23-Jul-21,Journal,"53,257"
08-Oct-21,Sales,"77,081"
25-Aug-21,Journal,"48,667"
26-Nov-21,Journal,"36,601"
14-May-21,Receipt,"29,422"
21-Jun-21,Purchase,"9,350"
15-Oct-21,Receipt,"83,354"
21-Dec-21,Journal,"11,852"
17-Feb-22,Purchase,"47,467"
23-Jun-21,Purchase,"69,741"
06-Sep-21,Journal,"11,610"
04-Sep-21,Journal,"17,943"
13-Dec-21,Receipt,"61,212"
20-Jan-22,Sales,"70,971"
05-Dec-21,Purchase,"55,065"
23-Jul-21,Purchase,"64,744"
11-Feb-22,Purchase,"64,857"
11-Jun-21,Journal,"1,033"
07-Jul-21,Purchase,"9,982"
26-Apr-21,Payment,"71,325"
04-May-21,Payment,"83,536"
23-Oct-21,Journal,"9,068"
19-Jan-22,Receipt,"42,998"
19-Aug-21,Journal,"98,965"
20-Apr-21,Purchase,"13,055"
30-Mar-22,Sales,"77,180"
20-Jan-22,Purchase,"13,715"
04-Mar-22,Payment,"80,987"
16-Nov-21,Purchase,"75,319"
12-Mar-22,Receipt,"90,751"
06-Aug-21,Purchase,"64,281"
01-Sep-21,Payment,"15,341"
05-Feb-22,Sales,"50,623"
26-Sep-21,Journal,"28,793"
23-Aug-21,Journal,"62,627"
21-Jan-22,Journal,"73,372"
01-Sep-21,Receipt,"20,899"
18-Apr-21,Receipt,"68,978"
22-Jan-22,Journal,"45,614"
01-Sep-21,Sales,"7,070"
17-Aug-21,Sales,"65,186"
28-Mar-22,Receipt,"99,649"
04-Mar-22,Journal,"81,987"
26-Dec-21,Journal,"66,351"
08-Feb-22,Payment,"56,214"
25-Mar-22,Purchase,"25,227"
31-May-21,Sales,"65,245"
30-Jul-21,Payment,"76,468"
07-Jul-21,Sales,"87,211"
29-Dec-21,Journal,"69,040"
06-Mar-22,Journal,"93,370"
26-Oct-21,Journal,"4,831"
01-Nov-21,Sales,"76,973"
18-May-21,Purchase,"72,342"
22-Dec-21,Receipt,"19,836"
29-Jul-21,Payment,"27,112"
24-Sep-21,Sales,"81,065"
16-Nov-21,Journal,"48,100"
11-Dec-21,Purchase,"87,252"
26-Jan-22,Sales,"80,448"
29-Mar-22,Journal,"46,713"
27-Oct-21,Payment,"89,937"
29-Oct-21,Journal,"71,777"
31-Dec-21,Receipt,"38,803"
19-Mar-22,Sales,"54,363"
21-Dec-21,Payment,"17,296"
14-Jul-21,Sales,"65,104"
06-Oct-21,Receipt,"61,264"
22-Jun-21,Payment,"74,607"
03-Nov-21,Purchase,"72,383"
21-Feb-22,Sales,"6,297"
28-Jun-21,Sales,"54,927"
19-Aug-21,Journal,"98,038"
05-Sep-21,Receipt,"93,866"
18-Oct-21,Purchase,"50,277"
11-Apr-21,Receipt,"85,495"
11-May-21,Purchase,"34,987"
19-Mar-22,Receipt,"27,492"
14-Jun-21,Journal,"26,746"
01-Oct-21,Receipt,"47,228"
26-May-21,Receipt,"12,714"
31-Aug-21,Journal,"32,351"
28-Dec-21,Receipt,"87,298"
18-Nov-21,Journal,"90,372"
24-Apr-21,Purchase,"22,860"
19-May-21,Receipt,"14,880"
09-Aug-21,Purchase,"82,790"
27-Aug-21,Sales,"51,874"
09-Jun-21,Receipt,"33,452"
11-Aug-21,Purchase,"46,387"
26-Sep-21,Purchase,"38,012"
19-May-21,Journal,"23,387"
18-May-21,Payment,"37,855"
27-Oct-21,Sales,"47,530"
29-Jan-22,Sales,"29,117"
07-Aug-21,Sales,"89,071"
01-Jan-22,Purchase,"54,415"
04-May-21,Journal,"7,477"
01-Jan-22,Receipt,"40,746"
21-Dec-21,Journal,"45,241"
21-Oct-21,Journal,"9,809"
08-Sep-21,Sales,"84,452"
16-Mar-22,Receipt,"29,960"
14-May-21,Purchase,"69,978"
15-Aug-21,Journal,"22,027"
31-Jul-21,Purchase,"36,877"
14-Jun-21,Journal,"42,738"
12-Mar-22,Payment,"33,531"
31-Mar-22,Journal,"23,468"
28-May-21,Journal,"26,505"
18-Nov-21,Payment,"45,006"
29-Mar-22,Payment,"36,004"
05-Jan-22,Journal,"41,215"
23-Nov-21,Purchase,"7,474"
23-Jul-21,Purchase,"14,207"
17-Dec-21,Payment,"65,301"
15-Dec-21,Receipt,"91,389"
17-May-21,Sales,"26,798"
27-Jun-21,Payment,"47,644"
30-Mar-22,Journal,"63,433"
17-Dec-21,Sales,"81,867"
24-Jan-22,Journal,"97,220"
06-Mar-22,Journal,"44,150"
28-Jan-22,Receipt,"42,763"
04-Dec-21,Sales,"62,476"
20-Sep-21,Sales,"20,870"
20-Apr-21,Purchase,"6,909"
30-Jan-22,Receipt,"18,693"
01-Jul-21,Purchase,"35,686"
31-Oct-21,Receipt,"2,596"
17-Feb-22,Payment,"26,522"
03-Nov-21,Sales,"12,699"
15-Jul-21,Journal,"89,601"
19-Dec-21,Receipt,"81,229"
28-Sep-21,Journal,"10,266"
12-Mar-22,Sales,"54,854"
17-Dec-21,Payment,"81,405"
18-Aug-21,Payment,"2,970"
20-Oct-21,Purchase,"66,393"
10-May-21,Purchase,"48,325"
23-Mar-22,Sales,"46,835"
21-Jul-21,Payment,"34,736"
15-Aug-21,Sales,"88,355"
16-Aug-21,Receipt,"14,717"
25-Feb-22,Purchase,"61,354"
21-Dec-21,Payment,"78,834"
02-Apr-21,Purchase,"41,403"
08-Dec-21,Journal,"67,218"
27-Jan-22,Journal,"81,659"
20-Dec-21,Journal,"92,761"
11-Oct-21,Payment,"5,682"
28-May-21,Purchase,"78,240"
22-Apr-21,Journal,"8,585"
16-Sep-21,Sales,"79,988"
23-Jan-22,Sales,"78,823"
26-May-21,Sales,"87,141"
01-Jan-22,Journal,"87,367"
08-Sep-21,Receipt,"5,221"
30-Aug-21,Purchase,"60,844"
11-May-21,Purchase,"99,953"
25-Jul-21,Payment,"47,494"
05-Feb-22,Journal,"26,787"
20-Jan-22,Payment,"36,876"
24-Oct-21,Purchase,"79,840"
18-Aug-21,Purchase,"70,645"
20-Sep-21,Receipt,"66,189"
28-Sep-21,Sales,"65,063"
18-Mar-22,Purchase,"60,095"
16-Jul-21,Payment,"1,678"
20-Sep-21,Payment,"5,273"
15-May-21,Purchase,"77,069"
15-Feb-22,Sales,"88,324"
12-Jul-21,Payment,"98,966"
07-Jan-22,Journal,"25,250"
03-Apr-21,Payment,"85,676"
26-Jul-21,Receipt,"46,718"
22-Mar-22,Payment,"60,906"
06-Mar-22,Receipt,"88,908"
15-Aug-21,Payment,"50,799"
05-Nov-21,Purchase,"48,542"
12-Apr-21,Sales,"50,510"
03-Apr-21,Receipt,"14,257"
11-Nov-21,Payment,"47,513"
05-Nov-21,Journal,"69,494"
25-Dec-21,Purchase,"67,420"
14-Aug-21,Sales,"75,879"
18-Sep-21,Purchase,"51,233"
07-Apr-21,Journal,"55,151"
27-Mar-22,Journal,"6,734"
06-May-21,Payment,"90,628"
03-Nov-21,Journal,"51,542"
29-Mar-22,Journal,"17,828"
08-Feb-22,Purchase,"49,895"
21-Sep-21,Receipt,"99,978"
16-May-21,Purchase,"90,804"
16-May-21,Purchase,"61,501"
18-Feb-22,Purchase,"5,661"
12-Jan-22,Receipt,"33,803"
17-Apr-21,Payment,"94,917"
29-Apr-21,Payment,"28,455"
03-Feb-22,Sales,"46,516"
08-Jun-21,Payment,"9,954"
10-Jan-22,Journal,"89,775"
24-Feb-22,Payment,"82,107"
18-Jun-21,Sales,"89,158"
04-Feb-22,Purchase,"10,501"
30-Dec-21,Sales,"19,085"
20-Apr-21,Receipt,"69,997"
01-Feb-22,Purchase,"35,825"
21-Jan-22,Receipt,"79,498"
05-Sep-21,Receipt,"68,356"
26-Apr-21,Journal,"43,513"
16-Jul-21,Sales,"66,942"
16-Jun-21,Sales,"37,372"
11-Sep-21,Purchase,"7,835"
08-May-21,Purchase,"80,495"
24-Sep-21,Journal,"78,173"
27-Nov-21,Payment,"43,342"
22-Sep-21,Payment,"13,446"
08-Jan-22,Sales,"59,919"
03-Dec-21,Receipt,"21,708"
22-Jul-21,Journal,"62,500"
23-Apr-21,Receipt,"64,059"
24-Oct-21,Purchase,"20,965"
28-Jun-21,Purchase,"59,787"
17-Sep-21,Purchase,"15,928"
27-Jun-21,Payment,"26,163"
05-Aug-21,Journal,"36,098"
04-Jun-21,Journal,"22,224"
17-Feb-22,Journal,"77,766"
20-Oct-21,Receipt,"56,888"
20-Dec-21,Payment,"67,034"
